date_time,date,time,latitude,longitude,depth_km,magnitude,location,hlink,details
02 October 2024 - 09:20 AM,2024-10-02,09:20:00,8.92,126.95,6.0,4.5,072 km S 90° E of Cagwait (Surigao Del Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1002_0120_B3.html,"2024_1002_0120 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 3 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 09:20:37 AM Location : 08.92°N, 126.95°E - 072 km S 90° E of Cagwait (Surigao Del Sur) Depth of Focus (Km) : 006 Origin : TECTONIC Magnitude : Mw 4.5 Reported Intensities : 11.20a 2024_1002_0120_M45D005_B3 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 October 2024 - 08:32 PM Prepared by : JSO/RGA/EFRB IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
02 October 2024 - 09:19 AM,2024-10-02,09:19:00,12.54,123.57,7.0,2.6,016 km S 43° W of Monreal (Masbate),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1002_0119_B2F.html,"2024_1002_0119 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 09:19:57 AM Location : 12.54°N, 123.57°E - 016 km S 43° W of Monreal (Masbate) Depth of Focus (Km) : 007 Origin : TECTONIC Magnitude : Ms 2.6 Reported Intensities : 11.20a 2024_1002_0119_M26D007_B2F Intensity II - Monreal, MASBATE Instrumental Intensities: Intensity II - Monreal, MASBATE Intensity I - City of Masbate, MASBATE Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 Oct 2024 - 10:46 PM Prepared by : EFRB/JSO/RGA IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
02 October 2024 - 08:43 AM,2024-10-02,08:43:00,8.26,126.26,26.0,1.8,008 km N 48° W of City Of Bislig (Surigao Del Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1002_0043_B1.html,"2024_1002_0043 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 08:43:53 AM Location : 08.26°N, 126.26°E - 008 km N 48° W of City Of Bislig (Surigao Del Sur) Depth of Focus (Km) : 026 Origin : TECTONIC Magnitude : Ms 1.8 Reported Intensities : 11.20a 2024_1002_0043_M18D025_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 Oct 2024 - 08:51 AM Prepared by : LJAG/JAB/NBA/CNDA/BR IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
02 October 2024 - 07:24 AM,2024-10-02,07:24:00,14.37,124.95,32.0,3.0,086 km N 57° E of Bagamanoc (Catanduanes),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_2324_B2F.html,"2024_1001_2324 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 07:24:03 AM Location : 14.37°N, 124.95°E - 086 km N 57° E of Bagamanoc (Catanduanes) Depth of Focus (Km) : 032 Origin : TECTONIC Magnitude : Ms 3.0 Reported Intensities : 11.20a 2024_1001_2324_M30D031_B2F This is an aftershock of the 2024 October 02 Mw6.1 Offshore Catanduanes earthquake event. Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 October 2024 - 07:34 PM Prepared by : JSO/RGA/EFRB IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
02 October 2024 - 05:41 AM,2024-10-02,05:41:00,8.94,124.27,4.0,3.6,041 km N 21° W of Gitagum (Misamis Oriental),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_2141_B2.html,"2024_1001_2141 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 05:41:58 AM Location : 08.94°N, 124.27°E - 041 km N 21° W of Gitagum (Misamis Oriental) Depth of Focus (Km) : 004 Origin : TECTONIC Magnitude : Ms 3.6 Reported Intensities : 11.20a 2024_1001_2141_M36D004_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 Oct 2024 - 10:26 PM Prepared by : EFRB/JSO/RGA IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
02 October 2024 - 05:19 AM,2024-10-02,05:19:00,14.31,124.93,35.0,6.1,080 km N 60° E of Bagamanoc (Catanduanes),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_2119_B4F.html,"2024_1001_2119 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 4 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 05:19:50 AM Location : 14.31°N, 124.93°E - 080 km N 60° E of Bagamanoc (Catanduanes) Depth of Focus (Km) : 035 Origin : TECTONIC Magnitude : Mw 6.1 Reported Intensities : 11.20a 2024_1001_2119_M61D35_B4F Intensity IV - Gigmoto and Virac, CATANDUANES Intensity III - Cabusao, Gainza, Garchitorena, Goa, Lagonoy, and Ragay, CAMARINES SUR; Barcelona, Casiguran, and Gubat, SORSOGON; Laoang, Mondragon, Palapag, Pambujan, and San Roque, NORTHERN SAMAR Intensity II - Basud, Paracale, San Vicente, and Vinzons, CAMARINES NORTE; Bombon, Calabanga, Camaligan, Canaman, City of Iriga, Magarao, Nabua, Ocampo, Pili, San Jose, Sipocot, Siruma, Tigaon, and Tinambac, CAMARINES SUR; Castilla, Juban, Magallanes, Prieto Diaz, Santa Magdalena, and City of Sorsogon, SORSOGON; Allen, Bobon, Catarman, Catubig, Gamay, Las Navas, Lavezares, San Isidro, San Jose, and Victoria, NORTHERN SAMAR; City of Calbayog, SAMAR Intensity I - Bulan, Bulusan, Irosin, and Matnog, SORSOGON; Lope De Vega and Mapanas, NORTHERN SAMAR Instrumental Intensities: Intensity IV - City of Tabaco, ALBAY; Virac, CATANDUANES Intensity III - Mercedes, CAMARINES NORTE; Caramoan and Sagñay, CAMARINES SUR; City of Sorsogon, SORSOGON Intensity II - General Nakar, QUEZON; City of Legazpi, ALBAY; Daet, CAMARINES NORTE; City of Iriga, Ragay, and Sipocot, CAMARINES SUR; San Roque, NORTHERN SAMAR Intensity I - Guinayangan, QUEZON; Jose Panganiban, CAMARINES NORTE; Claveria and City of Masbate, MASBATE; Bulusan, SORSOGON; Gandara, SAMAR Expecting Damage : NO Expecting Aftershocks : YES Issued On : 03 October 2024 - 11:00 PM Prepared by : LJAG/GBD/KMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
02 October 2024 - 04:46 AM,2024-10-02,04:46:00,15.69,121.87,1.0,3.1,033 km S 76° E of Baler (Aurora),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_2046_B2.html,"2024_1001_2046 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 04:46:07 AM Location : 15.69°N, 121.87°E - 033 km S 76° E of Baler (Aurora) Depth of Focus (Km) : 001 Origin : TECTONIC Magnitude : Ms 3.1 Reported Intensities : 11.20a 2024_1001_2046_M31D001_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 October 2024 - 06:58 PM Prepared by : JSO/RGA/EFRB IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
02 October 2024 - 04:33 AM,2024-10-02,04:33:00,16.86,119.51,15.0,4.1,066 km N 39° W of Bolinao (Pangasinan),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_2033_B3F.html,"2024_1001_2033 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 3 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 04:33:40 AM Location : 16.86°N, 119.51°E - 066 km N 39° W of Bolinao (Pangasinan) Depth of Focus (Km) : 015 Origin : TECTONIC Magnitude : Ms 4.1 Reported Intensities : 11.20a 2024_1001_2033_M41D015_B3F Instrumental Intensity: Intensity I- Dagupan City, PANGASINAN Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 October 2024 - 03:16 PM Prepared by : KMG/LJAG/JAB IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
02 October 2024 - 03:48 AM,2024-10-02,03:48:00,6.68,125.16,5.0,2.2,007 km S 64° W of Matanao (Davao Del Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_1948_B2.html,"2024_1001_1948 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 03:48:52 AM Location : 06.68°N, 125.16°E - 007 km S 64° W of Matanao (Davao Del Sur) Depth of Focus (Km) : 005 Origin : TECTONIC Magnitude : Ms 2.2 Reported Intensities : 11.20a 2024_1001_1948_M22D004_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 Oct 2024 - 09:58 PM Prepared by : EFRB/JSO/RGA IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
02 October 2024 - 03:29 AM,2024-10-02,03:29:00,9.66,126.2,28.0,2.1,015 km S 20° E of General Luna (Surigao Del Norte),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_1929_B2.html,"2024_1001_1929 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 03:29:51 AM Location : 09.66°N, 126.20°E - 015 km S 20° E of General Luna (Surigao Del Norte) Depth of Focus (Km) : 028 Origin : TECTONIC Magnitude : Ms 2.1 Reported Intensities : 11.20a 2024_1001_1929_M21D027_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 October 2024 - 10:33 PM Prepared by : RGA/JSO/EFRB IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
02 October 2024 - 03:18 AM,2024-10-02,03:18:00,12.53,123.56,9.0,3.8,017 km S 41° W of Monreal (Masbate),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_1918_B3F.html,"2024_1001_1918 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 3 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 03:18:10 AM Location : 12.53°N, 123.56°E - 017 km S 41° W of Monreal (Masbate) Depth of Focus (Km) : 009 Origin : TECTONIC Magnitude : Ms 3.8 Reported Intensities : 11.20a 2024_1001_1918_M38D008_B3F Instrumental Intensities: Intensity III - Monreal, MASBATE Intensity I - City of Masbate, MASBATE Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 October 2024 - 08:00 PM Prepared by : JSO/RGA/EFRB IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
02 October 2024 - 03:03 AM,2024-10-02,03:03:00,8.14,126.99,14.0,2.2,065 km N 80° E of Lingig (Surigao Del Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_1903_B2F.html,"2024_1001_1903 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 03:03:15 AM Location : 08.14°N, 126.99°E - 065 km N 80° E of Lingig (Surigao Del Sur) Depth of Focus (Km) : 014 Origin : TECTONIC Magnitude : Ms 2.2 Reported Intensities : 11.20a 2024_1001_1903_M22D013_B2F This is an aftershock of the 2024 August 03 Mw6.8 Offshore Surigao del Sur earthquake event. Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 Oct 2024 - 09:31 PM Prepared by : EFRB/JSO/RGA IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
02 October 2024 - 02:54 AM,2024-10-02,02:54:00,9.64,126.08,8.0,2.5,013 km S 12° E of Dapa (Surigao Del Norte),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_1854_B2.html,"2024_1001_1854 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 02:54:32 AM Location : 09.64°N, 126.08°E - 013 km S 12° E of Dapa (Surigao Del Norte) Depth of Focus (Km) : 008 Origin : TECTONIC Magnitude : Ms 2.5 Reported Intensities : 11.20a 2024_1001_1854_M25D007_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 October 2024 - 10:06 PM Prepared by : RGA/JSO/EFRB IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
02 October 2024 - 02:30 AM,2024-10-02,02:30:00,10.26,125.89,38.0,2.1,031 km N 32° W of Santa Monica (Surigao Del Norte),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_1830_B2.html,"2024_1001_1830 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 02:30:53 AM Location : 10.26°N, 125.89°E - 031 km N 32° W of Santa Monica (Surigao Del Norte) Depth of Focus (Km) : 038 Origin : TECTONIC Magnitude : Ms 2.1 Reported Intensities : 11.20a 2024_1001_1830_M21D037_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 October 2024 - 06:22 PM Prepared by : JSO/RGA/EFRB IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
02 October 2024 - 02:14 AM,2024-10-02,02:14:00,12.62,125.22,22.0,2.1,014 km N 56° E of Palapag (Northern Samar),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_1814_B1.html,"2024_1001_1814 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 02:14:05 AM Location : 12.62°N, 125.22°E - 014 km N 56° E of Palapag (Northern Samar) Depth of Focus (Km) : 022 Origin : TECTONIC Magnitude : Ms 2.1 Reported Intensities : 11.20a 2024_1001_1814_M21D022_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 October 2024 - 02:20 AM Prepared by : NBA/BR/CNDA IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
02 October 2024 - 01:52 AM,2024-10-02,01:52:00,13.83,120.31,52.0,1.9,020 km S 82° E of Lubang (Occidental Mindoro),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_1752_B2.html,"2024_1001_1752 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 01:52:56 AM Location : 13.83°N, 120.31°E - 020 km S 82° E of Lubang (Occidental Mindoro) Depth of Focus (Km) : 052 Origin : TECTONIC Magnitude : Ms 1.9 Reported Intensities : 11.20a 2024_1001_1752_M19D052_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 October 2024 - 09:37 PM Prepared by : RGA/JSO/EFRB IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
02 October 2024 - 01:43 AM,2024-10-02,01:43:00,9.24,126.24,17.0,1.7,007 km S 53° E of Cortes (Surigao Del Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_1743_B2.html,"2024_1001_1743 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 01:43:16 AM Location : 09.24°N, 126.24°E - 007 km S 53° E of Cortes (Surigao Del Sur) Depth of Focus (Km) : 017 Origin : TECTONIC Magnitude : Ms 1.7 Reported Intensities : 11.20a 2024_1001_1743_M17D016_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 October 2024 - 09:54 PM Prepared by : RGA/JSO/EFRB IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
02 October 2024 - 01:42 AM,2024-10-02,01:42:00,14.8,121.55,18.0,2.3,009 km N 56° W of General Nakar (Quezon),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_1742_B2.html,"2024_1001_1742 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 01:42:15 AM Location : 14.80°N, 121.55°E - 009 km N 56° W of General Nakar (Quezon) Depth of Focus (Km) : 018 Origin : TECTONIC Magnitude : Ms 2.3 Reported Intensities : 11.20a 2024_1001_1742_M23D017_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 Oct 2024 - 07:26 PM Prepared by : EFRB/JSO/RGA IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
02 October 2024 - 01:27 AM,2024-10-02,01:27:00,9.27,126.21,22.0,4.3,002 km S 67° E of Cortes (Surigao Del Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_1727_B3.html,"2024_1001_1727 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 3 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 02 Oct 2024 - 01:27:00 AM Location : 09.27°N, 126.21°E - 002 km S 67° E of Cortes (Surigao Del Sur) Depth of Focus (Km) : 022 Origin : TECTONIC Magnitude : Ms 4.3 Reported Intensities : 11.20a 2024_1001_1727_M43D022_B3 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 October 2024 - 09:25 PM Prepared by : RGA/JSO/EFRB IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
01 October 2024 - 11:58 PM,2024-10-01,23:58:00,4.69,126.39,25.0,3.3,134 km S 50° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_1558_B2.html,"2024_1001_1558 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 01 Oct 2024 - 11:58:29 PM Location : 04.69°N, 126.39°E - 134 km S 50° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental) Depth of Focus (Km) : 025 Origin : TECTONIC Magnitude : Ms 3.3 Reported Intensities : 11.20a 2024_1001_1558_M33D024_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 October 2024 - 06:12 PM Prepared by : JSO/RGA/EFRB IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
01 October 2024 - 11:53 PM,2024-10-01,23:53:00,11.4,124.51,7.0,2.8,004 km N 31° E of Leyte (Leyte),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_1553_B2.html,"2024_1001_1553 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 01 Oct 2024 - 11:53:53 PM Location : 11.40°N, 124.51°E - 004 km N 31° E of Leyte (Leyte) Depth of Focus (Km) : 007 Origin : TECTONIC Magnitude : Ms 2.8 Reported Intensities : 11.20a 2024_1001_1553_M28D007_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 Oct 2024 - 07:02 PM Prepared by : EFRB/JSO/RGA IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
01 October 2024 - 11:37 PM,2024-10-01,23:37:00,8.08,126.71,15.0,2.0,033 km N 81° E of Lingig (Surigao Del Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_1537_B1F.html,"2024_1001_1537 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 01 Oct 2024 - 11:37:30 PM Location : 08.08°N, 126.71°E - 033 km N 81° E of Lingig (Surigao Del Sur) Depth of Focus (Km) : 015 Origin : TECTONIC Magnitude : Ms 2.0 Reported Intensities : 11.20a 2024_1001_1537_M20D014_B1F This is an aftershock of the 2024 August 03 Mw6.8 Offshore Surigao del Sur earthquake event. Expecting Damage : NO Expecting Aftershocks : NO Issued On : 01 October 2024 - 11:42 PM Prepared by : NBA/BR/CNDA IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
01 October 2024 - 11:28 PM,2024-10-01,23:28:00,9.48,126.35,26.0,2.4,029 km N 36° E of Cortes (Surigao Del Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1001_1528_B2.html,"2024_1001_1528 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 01 Oct 2024 - 11:28:28 PM Location : 09.48°N, 126.35°E - 029 km N 36° E of Cortes (Surigao Del Sur) Depth of Focus (Km) : 026 Origin : TECTONIC Magnitude : Ms 2.4 Reported Intensities : 11.20a 2024_1001_1528_M24D026_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 02 October 2024 - 05:52 PM Prepared by : JSO/EFRB IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
